pH,TDS,Turbidity,Temperature,pH_score,TDS_score,Turbidity_score,Temp_score,WQI,Category,Recommended_Use,Safety_Advice,Risk_Level
9.50,2500.0,60.00,38.0,20.0,25.0,0.0,40.0,15.5,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.00,3001.0,51.00,41.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.12,3021.2,52.51,41.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.02,3041.4,54.01,41.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.16,3061.6,55.52,41.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.04,3081.8,57.02,41.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.20,3102.0,58.53,42.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.05,3122.2,60.03,42.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.23,3142.3,61.54,42.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.07,3162.5,63.04,42.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.27,3182.7,64.55,42.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.09,3202.9,66.05,42.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.31,3223.1,67.56,43.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.11,3243.3,69.06,43.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.35,3263.5,70.57,43.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.13,3283.7,72.07,43.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.39,3303.9,73.58,43.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.15,3324.1,75.08,44.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.43,3344.3,76.59,44.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.16,3364.5,78.09,44.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.46,3384.6,79.60,44.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.18,3404.8,81.10,44.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.50,3425.0,82.61,45.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.20,3445.2,84.11,45.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.54,3465.4,85.62,45.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.22,3485.6,87.12,45.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.58,3505.8,88.63,45.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.24,3526.0,90.13,46.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.62,3546.2,91.64,46.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.25,3566.4,93.14,46.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.66,3586.6,94.65,46.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.27,3606.8,96.15,46.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.69,3626.9,97.66,46.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.29,3647.1,99.16,47.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.73,3667.3,100.67,47.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.31,3687.5,102.17,47.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.77,3707.7,103.68,47.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.33,3727.9,105.18,47.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.81,3748.1,106.69,48.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.35,3768.3,108.19,48.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.85,3788.5,109.70,48.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.36,3808.7,111.20,48.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.89,3828.9,112.71,48.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.38,3849.1,114.21,49.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.93,3869.3,115.72,49.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.40,3889.4,117.22,49.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.96,3909.6,118.73,49.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.42,3929.8,120.23,49.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.00,3950.0,121.74,50.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.44,3970.2,123.24,50.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.04,3990.4,124.75,50.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.45,4010.6,126.25,50.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.08,4030.8,127.76,50.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.47,4051.0,129.26,51.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.12,4071.2,130.77,51.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.49,4091.4,132.27,51.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.16,4111.6,133.78,51.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.51,4131.7,135.28,51.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.19,4151.9,136.79,51.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.53,4172.1,138.29,52.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.23,4192.3,139.80,52.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.55,4212.5,141.30,52.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.27,4232.7,142.81,52.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.56,4252.9,144.31,52.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.31,4273.1,145.82,53.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.58,4293.3,147.32,53.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.35,4313.5,148.83,53.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.60,4333.7,150.33,53.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.39,4353.9,151.84,53.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.62,4374.1,153.34,54.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.42,4394.2,154.85,54.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.64,4414.4,156.35,54.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.46,4434.6,157.86,54.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.65,4454.8,159.36,54.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.50,4475.0,160.87,55.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.67,4495.2,162.37,55.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.54,4515.4,163.88,55.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.69,4535.6,165.38,55.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.58,4555.8,166.89,55.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.71,4576.0,168.39,56.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.62,4596.2,169.90,56.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.73,4616.4,171.40,56.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.65,4636.5,172.91,56.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.75,4656.7,174.41,56.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.69,4676.9,175.92,56.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.76,4697.1,177.42,57.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.73,4717.3,178.93,57.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.78,4737.5,180.43,57.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.77,4757.7,181.94,57.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.80,4777.9,183.44,57.9,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.81,4798.1,184.95,58.1,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.82,4818.3,186.45,58.3,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.85,4838.5,187.96,58.5,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.84,4858.7,189.46,58.7,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.88,4878.8,190.97,58.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.85,4899.0,192.47,59.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.92,4919.2,193.98,59.2,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.87,4939.4,195.48,59.4,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
10.96,4959.6,196.99,59.6,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
5.89,4979.8,198.49,59.8,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
11.00,5000.0,200.00,60.0,20.0,10.0,0.0,10.0,8.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
